Id,name,community,gender,in-Degree,Excentricity,Closness Centrality,Harmonic Closness Centrality,Betweenness Centrality,Eigenvector Centrality,Clustering Coefficient
iamtimstockdale,Tim Stockdale,equestrianism,Male,5,2.0,0.6470588235294118,0.7272727272727273,13.003571428571428,0.12494913110297283,0.3095238208770752
chrisadcock1,Chris Adcock,badminton,Male,5,2.0,0.6923076923076923,0.7777777777777778,2.45,0.21162197812295144,0.6499999761581421
nath_robertson,Nathan Robertson,badminton,Male,5,2.0,0.6923076923076923,0.7777777777777778,4.791666666666666,0.16728245608259815,0.5357142686843872
tom_hide,Tom Hide,canoeing,Male,5,3.0,0.5714285714285714,0.6805555555555555,13.73095238095238,0.25694287671805977,0.550000011920929
sdking4,Scott King,waterpolo,Male,5,4.0,0.45,0.5601851851851852,12.892857142857146,0.1106001121692462,0.75
natalyacoyle,Natalya Coyle,pentathlon,Female,5,3.0,0.6428571428571429,0.7592592592592592,7.305555555555555,0.13008482702526916,0.5
liamtancock,Liam Tancock,swimming,Male,5,6.0,0.3484848484848485,0.48405797101449266,16.45079365079365,0.018348444132919278,0.2638888955116272
jenmac600,Jenmac,shooting,Female,5,9.0,0.2222222222222222,0.2658108866442203,643.9,0.03329227806223822,0.190476194024086
usajudo,USA Judo,judo,Organization,5,11.0,0.17954545454545454,0.23473500831095795,2882.084061659063,0.05717179047142699,0.125
archerygb,Archery GB,archery,Organization,5,5.0,0.3181818181818182,0.4507936507936507,2.25,0.15999883332246073,0.949999988079071
worldarchery,World Archery,archery,Organization,5,5.0,0.3181818181818182,0.4507936507936507,0.2,0.12908392613822425,0.800000011920929
samanthaquek,Samantha Quek,hockey,Female,5,3.0,0.6,0.6944444444444443,7.283766233766233,0.03571063762191546,0.3571428656578064
pdarbydowman,Peter Darby-Dowman,canoeing,Male,5,3.0,0.6,0.6944444444444443,29.62857142857142,0.20747343991036954,0.5
mikeliptrot,Mike Liptrot,judo,Male,5,14.0,0.11960635881907646,0.16111054908523256,48.70119047619048,0.04091282263291279,0.3035714328289032
brittri,British Triathlon,triathlon,Organization,5,2.0,0.8571428571428571,0.9166666666666666,72.7,0.1429379898720015,0.5666666626930237
stuhayes13,Stuart Hayes,triathlon,Male,5,2.0,0.8571428571428571,0.9166666666666666,4.0,0.14901256710115784,0.800000011920929
usa_taekwondo,USA Taekwondo,taekwondo,Organization,5,9.0,0.19104991394148021,0.24869154869154858,1892.4676179084076,0.11278239137831579,0.2857142984867096
dannyraketalbot,Danny Talbot,athletics,Male,5,6.0,0.3173076923076923,0.42676767676767674,148.03571428571428,0.04901249747003148,0.25
philip_hindes,Philip Hindes,cycling,Male,5,3.0,0.47619047619047616,0.5666666666666667,16.93055555555555,0.15988118325319411,0.5333333611488342
ainslieben,Ben Ainslie,sailing,Male,5,3.0,0.6428571428571429,0.7592592592592592,1.2,0.14597283717647697,0.699999988079071
andrewbsimpson,Andrew Simpson,sailing,Male,5,3.0,0.6428571428571429,0.7592592592592592,5.75,0.16162692926063027,0.5333333611488342
uka_athletics,UK Athletics,athletics,Organization,5,6.0,0.3473684210526316,0.44797979797979803,1371.5570458196771,0.22046967562897726,0.261904776096344
iam_yafai,Khalid Yafai,boxing,Male,5,4.0,0.4782608695652174,0.6515151515151515,20.199999999999996,0.07771827821007106,0.30000001192092896
markcavendish,Mark Cavendish,cycling,Male,5,4.0,0.4878048780487805,0.5791666666666666,279.8531746031746,0.12545994310868963,0.23333333432674408
markpearn3,Mark Pearn,hockey,Male,5,3.0,0.5714285714285714,0.6805555555555555,10.211904761904762,0.11815221150854577,0.3095238208770752
jimmyt20,James Tindall,hockey,Male,5,3.0,0.6,0.6944444444444445,6.109523809523809,0.07493967616054846,0.3392857015132904
benhawes14,Ben Hawes,hockey,Male,5,3.0,0.5714285714285714,0.6805555555555555,8.892857142857142,0.12736828145294857,0.375
mteventing,Mary King,equestrianism,Female,5,3.0,0.5789473684210527,0.6969696969696969,5.592857142857143,0.14966630397925698,0.36666667461395264
jdwaller6,Jack Waller,waterpolo,Male,5,3.0,0.5,0.5925925925925928,23.252380952380946,0.1106001121692462,0.4523809552192688
greggweaver062,Gregg Weaver,beach-volleyball,Male,5,5.0,0.3561643835616438,0.45769230769230773,37.2,0.11028331628641039,0.699999988079071
zara_dampney,Zara Dampney,beach-volleyball,Female,5,5.0,0.3561643835616438,0.45769230769230773,37.25,0.13078851235326697,0.800000011920929
scott_evans1,Scott Evans,badminton,Male,5,2.0,0.6923076923076923,0.7777777777777778,5.616666666666665,0.09402639738200058,0.4444444477558136
officialfig,FIG (International Gymnastics Federation),gymnastics,Organization,5,9.0,0.20270270270270271,0.31234567901234556,463.09825571487346,0.10813696776844646,0.3571428656578064
chloewhyte,Chloe Whyte,tabletennis,Female,5,8.0,0.241635687732342,0.32205128205128203,25.0,0.09552586804159166,0.6333333253860474
olivia_federici,Olivia Federici,swimming-sync,Female,5,2.0,0.7272727272727273,0.8125,4.4,0.1423119750074556,0.5
lewis_oliva,Lewis Oliva,cycling,Male,5,4.0,0.425531914893617,0.5333333333333333,47.65555555555556,0.08939294230104683,0.4000000059604645
luoldeng9,Luol Deng,basketball,Male,5,3.0,0.5789473684210527,0.6969696969696969,4.794444444444444,0.10216172923706206,0.4464285671710968
fiba,FIBA (International Basketball Federation),basketball,Organization,5,4.0,0.55,0.6893939393939393,12.783333333333333,0.16943915334010395,0.6000000238418579
devonvanoostrum,Devon van Oostrum,basketball,Male,5,4.0,0.55,0.6893939393939393,6.244444444444445,0.17032891628879218,0.46666666865348816
johnmacleary,John MacLeary,cycling,Male,5,4.0,0.4444444444444444,0.55,10.24126984126984,0.10126485746954961,0.3214285671710968
geraintthomas86,Geraint Thomas,cycling,Male,5,5.0,0.46511627906976744,0.5725,44.32698412698413,0.19841923971783593,0.2666666805744171
jadefaulkner,Jade Faulkner,gymnastics,Female,4,9.0,0.20270270270270271,0.31234567901234556,84.42454212454213,0.08066676187759882,0.5
andy_murray,Andy Murray,tennis,Male,4,11.0,0.18860353130016053,0.24037502686438902,655.3056375229145,0.08327770155938025,0.3571428656578064
stanwawrinka,Stan Wawrinka,tennis,Male,4,11.0,0.16666666666666666,0.20879616837063672,89.1560568056698,0.030711159289916308,0.3333333432674408
tsonga7,Jo-Wilfried Tsonga,tennis,Male,4,11.0,0.16262975778546712,0.20016563814436183,41.32476780185758,0.05071126063350482,0.3333333432674408
nickrb,Nick Robinson-Baker,diving,Male,4,3.0,0.5294117647058824,0.6111111111111112,94.0616883116883,0.13404713744306368,0.3571428656578064
abaengland,England Boxing,boxing,Organization,4,4.0,0.4642857142857143,0.6153846153846153,5.133333333333334,0.006947242014263036,0.3194444477558136
mj88live,Michael Jamieson,swimming,Male,4,5.0,0.42592592592592593,0.5304347826086957,1228.8797619047618,0.03303569490200176,0.190476194024086
fie_en,FIE (International Fencing Federation),fencing,Organization,4,3.0,0.5357142857142857,0.6333333333333333,17.9,0.14231711050728552,0.36666667461395264
hannahelawrence,Hannah Lawrence,fencing,Female,4,3.0,0.5357142857142857,0.6333333333333334,7.220382395382395,0.1907301803522931,0.4333333373069763
tashadanvers,Tasha Danvers,athletics,Female,4,6.0,0.28695652173913044,0.39949494949494935,12.480647130647132,0.029187248684791264,0.2142857164144516
goldiesayers,Goldie Sayers,athletics,Female,4,6.0,0.2661290322580645,0.37777777777777755,41.978943278943284,0.12072604253194016,0.3035714328289032
richm6,Richard Mantell,hockey,Male,4,3.0,0.5909090909090909,0.6794871794871794,9.10952380952381,0.0158742111671468,0.2777777910232544
gcp01,Glenn Kirkham,hockey,Male,4,3.0,0.5454545454545454,0.6666666666666666,3.1761904761904765,0.22148111821525648,0.5666666626930237
glenrob89,Glen Robinson,waterpolo,Male,4,3.0,0.47368421052631576,0.5740740740740741,90.67857142857143,0.09083784296700087,0.6000000238418579
uipm_hq,UIPM (International Modern Pentathlon Union),pentathlon,Organization,4,3.0,0.6428571428571429,0.7592592592592592,8.5,0.09986886155209863,0.5
gorgsgeikie,Georgina Geikie,shooting,Female,4,8.0,0.205607476635514,0.25466570466570493,227.98333333333332,0.03560965349799521,0.2142857164144516
pentathlongb,Pentathlon GB,pentathlon,Organization,4,2.0,0.6923076923076923,0.7777777777777778,8.5,0.13904609349920874,0.6333333253860474
franhalsall,Fran Halsall,swimming,Female,4,5.0,0.3770491803278688,0.5007246376811593,94.35515873015873,0.030021895272328635,0.3571428656578064
hannahmiley89,Hannah Miley,swimming,Female,4,5.0,0.42592592592592593,0.5304347826086958,125.96107503607502,0.03128818554801969,0.261904776096344
matchracegirls,Match Race Girls,sailing,Organization,4,2.0,0.6923076923076923,0.7777777777777778,6.033333333333333,0.08416102305643672,0.5
isafupdates,World Sailing,sailing,Organization,4,2.0,0.6923076923076923,0.7777777777777778,5.0,0.09498972867767765,0.6000000238418579
abiwalker24,Abi Walker,hockey,Female,4,2.0,0.631578947368421,0.7083333333333334,23.572294372294373,0.04413244398408819,0.2666666805744171
dannyharper2012,Danny Harper,judo,Male,4,14.0,0.11960635881907646,0.16111054908523256,5.283333333333333,0.024684032828912503,0.380952388048172
hollie_avil,Hollie Avil,triathlon,Female,4,2.0,0.8571428571428571,0.9166666666666666,4.0,0.11643139239588254,0.800000011920929
alibrownleetri,Alistair Brownlee,triathlon,Male,4,2.0,0.8571428571428571,0.9166666666666666,0.7,0.11703267013926456,0.8500000238418579
anniepanter,Annie Panter,hockey,Female,4,2.0,0.631578947368421,0.7083333333333334,37.48896103896104,0.09618790636652087,0.3095238208770752
siobhanmoconnor,Siobhan-Marie O’Connor,swimming,Female,4,5.0,0.39655172413793105,0.5137681159420289,120.84166666666667,0.04845918820733291,0.36666667461395264
davidcarry,David Carry,swimming,Male,4,5.0,0.41818181818181815,0.5268115942028986,83.2673520923521,0.027029125166935605,0.2678571343421936
jodiealicia27,Jodie Alicia,athletics,Female,4,6.0,0.32673267326732675,0.43686868686868685,132.7515584250481,0.047416685071933765,0.25
jojackson2012,Jo Jackson,athletics,Female,4,5.0,0.375,0.46666666666666673,17.710714285714285,0.05201684245189776,0.3095238208770752
davedaniell,Dave Daniell,cycling,Male,4,3.0,0.5263157894736842,0.6,66.07301587301586,0.06594571288753402,0.1964285671710968
chrishoy,Chris Hoy,cycling,Male,4,5.0,0.4444444444444444,0.5558333333333333,34.41071428571429,0.09207809369688577,0.3499999940395355
katelaven,Kate Laven,sailing,Female,4,3.0,0.6428571428571429,0.7592592592592592,3.033333333333333,0.11959654937342147,0.6000000238418579
englandathletic,England Athletics,athletics,Organization,4,5.0,0.375,0.4641414141414142,173.6091520467837,0.04981327227983137,0.190476194024086
adambrownswim,Adam Brown,swimming,Male,4,6.0,0.3770491803278688,0.5065217391304347,66.56248196248197,0.19616085409718553,0.2666666805744171
synchrod,Unidentified,swimming-sync,Undefined,4,2.0,0.7272727272727273,0.8125,0.7,0.17734749875228473,0.699999988079071
skeltonnick,Nick Skelton,equestrianism,Male,4,2.0,0.6470588235294118,0.7272727272727273,5.416666666666666,0.10766654980724272,0.23333333432674408
jacklaugher,Jack Laugher,diving,Male,4,4.0,0.43902439024390244,0.5555555555555557,1.6166666666666667,0.144117777169836,0.5666666626930237
bwfmedia,BWF (Badminton World Federation),badminton,Organization,4,2.0,0.6923076923076923,0.7777777777777778,3.5,0.07627159443784724,0.380952388048172
badmlntonenglnd,Badminton England,badminton,Organization,4,2.0,0.6923076923076923,0.7777777777777778,2.658333333333333,0.13501094285340698,0.5666666626930237
ettatabletennis,English Table Tennis Association,tabletennis,Organization,4,8.0,0.241635687732342,0.32205128205128203,217.10909817138784,0.07354988748559486,0.5
jknobbs,Jessica Knobbs,swimming-sync,Female,4,2.0,0.7272727272727273,0.8125,0.9,0.1283028691096189,0.6333333253860474
nwilson79pistol,Nick Wilson,shooting,Male,4,9.0,0.1836734693877551,0.2364017155683824,257.5833333333333,0.027310812936836897,0.0535714291036129
lanibelcher,Lani Belcher,canoeing,Female,4,3.0,0.6,0.6944444444444443,20.077777777777776,0.10392546564426498,0.25
louisasawers,Louisa Sawers,canoeing,Female,4,3.0,0.5714285714285714,0.6805555555555555,23.23412698412698,0.13460019450585795,0.44999998807907104
ashleyjackson7,Ashley Jackson,hockey,Male,4,3.0,0.5714285714285714,0.6805555555555557,6.51904761904762,0.11644814212879487,0.4523809552192688
francescasnell,Francesca Snell,waterpolo,Female,4,5.0,0.4,0.5407407407407407,82.15,0.1624541014031569,0.5952380895614624
rosiemorris86,Rosie Morris,waterpolo,Female,4,6.0,0.3333333333333333,0.5037037037037035,11.485714285714286,0.20704768643547813,0.7666666507720947
itfprocircuit,ITF (International Tennis Federation),tennis,Organization,4,11.0,0.17317612380250552,0.21478907617205523,68.00440152940153,0.08035636446485828,0.36666667461395264
gael_monfils,Gaël Monfils,tennis,Male,3,11.0,0.16857962697274032,0.2087860366583774,97.26084279983189,0.025690926358120897,0.4333333373069763
britishhandball,British Handball,handball,Organization,3,3.0,0.6428571428571429,0.7592592592592592,106.38809523809523,0.03394353203538248,0.3571428656578064
mikebourne2,Mike Bourne,waterpolo,Male,3,3.0,0.5142857142857142,0.6018518518518519,10.985714285714284,0.02461867169949619,0.261904776096344
rdrabswaterpolo,RDRABS Water Polo,waterpolo,Organization,3,7.0,0.28125,0.4723544973544974,1.9833333333333332,0.07816005395111271,0.5714285969734192
andrewswillis,Andrew Willis,swimming,Male,3,4.0,0.4423076923076923,0.5398550724637682,298.36904761904765,0.029346439306629404,0.30000001192092896
britishfencing,British Fencing,fencing,Organization,3,4.0,0.5357142857142857,0.6388888888888888,41.574603174603176,0.1461465624733827,0.4333333373069763
heatherfellnews,Heather Fell,pentathlon,Female,3,3.0,0.6428571428571429,0.7592592592592592,10.275,0.08185362624127393,0.6000000238418579
allysonfelix,Allyson Felix,athletics,Female,3,9.0,0.21183206106870228,0.2714214214214213,1516.341421226252,0.08166344362335837,0.4047619104385376
andyhalliday3,Andy Halliday,hockey,Male,3,2.0,0.6190476190476191,0.6923076923076923,9.91904761904762,0.010250215215834153,0.2321428507566452
gymnast_rachel,Rachel Smith,gymnastics,Female,3,9.0,0.20361990950226244,0.31604938271604927,6.277655677655678,0.07656140671591202,0.6000000238418579
will_whitaker,Will Whitaker,equestrianism,Male,3,2.0,0.6470588235294118,0.7272727272727273,2.676190476190476,0.050232827199113976,0.4333333373069763
planetcanoe,Planet Canoe,canoeing,Organization,3,3.0,0.56,0.6547619047619048,114.06111111111112,0.009455086132532854,0.1964285671710968
daniels_andrew,Andrew Daniels,canoeing,Male,3,3.0,0.5217391304347826,0.6527777777777777,7.716666666666665,0.09976979455911192,0.6666666865348816
ec93,Ella Chadderton,waterpolo,Female,3,4.0,0.4864864864864865,0.5925925925925927,95.36190476190475,0.05156922218765119,0.3333333432674408
issf_shooting,ISSF (International Shooting Sport Federation),shooting,Organization,3,9.0,0.205607476635514,0.2549282507615842,224.51666666666665,0.011320436305382346,0.2380952388048172
battz007,Michelle Bagot,shooting,Female,3,8.0,0.2108626198083067,0.2590307840307842,112.78333333333332,0.019603224605603944,0.36666667461395264
alexdanson15,Alex Danson,hockey,Female,3,4.0,0.48,0.6388888888888888,1.4928571428571429,0.1193533006378094,0.699999988079071
katewalsh11,Kate Walsh,hockey,Female,3,5.0,0.43333333333333335,0.6051282051282051,5.983333333333334,0.007535773408659882,0.3928571343421936
gbcanoeing,GB Canoeing,canoeing,Organization,3,3.0,0.5652173913043478,0.6666666666666667,24.755555555555556,0.009152169696834508,0.3571428656578064
iaaforg,IAAF (International Association of Athletics Federations),athletics,Organization,3,5.0,0.39759036144578314,0.48686868686868695,58.33454887218044,0.017092467691922762,0.1666666716337204
mlewisfrancis,Mark Lewis-Francis,athletics,Male,3,6.0,0.3173076923076923,0.42676767676767674,13.791666666666668,0.018277624136247738,0.3095238208770752
mbingham400m,Martyn Rooney,athletics,Male,3,7.0,0.29464285714285715,0.42936507936507934,266.1150793650794,0.03604349167942023,0.2142857164144516
hatts_archer,Hannah Archer,athletics,Female,3,6.0,0.3626373626373626,0.46515151515151515,16.313203463203465,0.0752473234316403,0.4000000059604645
v_pendleton,Victoria Pendleton,cycling,Female,3,4.0,0.46511627906976744,0.5666666666666667,14.605555555555556,0.0574529659872533,0.30000001192092896
bradwiggins,Bradley Wiggins,cycling,Male,3,4.0,0.4878048780487805,0.5791666666666667,44.13333333333333,0.0812537692839806,0.30000001192092896
j_ennis,Jessica Ennis-Hill,athletics,Female,3,6.0,0.30327868852459017,0.40810810810810794,33.519444444444446,0.014670341608522965,0.190476194024086
jennartweets,Jenna Randall,swimming-sync,Female,3,2.0,0.7272727272727273,0.8125,11.68982683982684,0.08277520148179149,0.5
leonrwrestler,Leon Rattigan,wrestling,Male,3,5.0,0.4050632911392405,0.496875,522.3971568971568,0.019017609615690143,0.1785714328289032
jordyn_wieber,Jordyn Wieber,gymnastics,Female,3,10.0,0.20631970260223048,0.2772951522951521,1658.947580001698,0.06862739857400293,0.3499999940395355
gbmenswaterpolo,GB Men’s Water Polo,waterpolo,Organization,3,3.0,0.5294117647058824,0.6111111111111112,37.24285714285714,0.04147232054866793,0.30000001192092896
katehaywood,Kate Haywood,swimming,Female,3,5.0,0.4107142857142857,0.5246376811594203,83.18333333333335,0.048651119392808403,0.3095238208770752
adfleshner,Andrew Fleshner,diving,Male,3,11.0,0.17647058823529413,0.24525662025662015,131.6719433719434,0.06299461948554864,0.5
mgwrestling,Michael Gane,wrestling,Male,3,12.0,0.16790648246546228,0.23667484063053676,965.5221568971568,0.018535467477215975,0.23333333432674408
jessicawalker10,Jessica Walker,canoeing,Female,3,3.0,0.6,0.6944444444444445,2.7039682539682537,0.0698991077957062,0.3499999940395355
judo_kayla,Kayla Harrison,judo,Female,3,14.0,0.11960635881907646,0.16111054908523254,23.217857142857138,0.02548462454258985,0.4047619104385376
abrogdon11,Abi Ogogo,hockey,Female,3,3.0,0.5483870967741935,0.6274509803921569,10.519047619047619,0.00909761695844416,0.2142857164144516
kizzleroberts,Kizzie Roberts,fencing,Female,3,3.0,0.5555555555555556,0.6444444444444444,10.173484848484849,0.05461742255312709,0.36666667461395264
bethtweddlenews,Beth Tweddle,gymnastics,Female,3,7.0,0.27607361963190186,0.3763492063492063,370.2011227497993,0.11867198577680214,0.550000011920929
menshockey2012,GB Men’s Hockey,hockey,Organization,3,3.0,0.53125,0.6176470588235294,12.966666666666669,0.010074223612047446,0.190476194024086
runbadders,Chris Adcock,athletics,Male,2,5.0,0.35106382978723405,0.44848484848484843,5.661904761904762,0.021071380458167834,0.46666666865348816
gbrvolleyball,GB Volleyball,beach-volleyball,Organization,2,5.0,0.4,0.5012820512820513,36.13095238095237,0.05130468151315508,0.3499999940395355
megandiver,Megan Diver,diving,Female,2,4.0,0.45,0.5648148148148149,4.142857142857142,0.043775467570488544,0.5666666626930237
daniel_mingbok,Daniel Mingbok,fencing,Male,2,3.0,0.5769230769230769,0.6555555555555556,25.349999999999984,0.07671091464236465,0.44999998807907104
chris_bartleygb,Chris Bartley,rowing,Male,2,3.0,0.5714285714285714,0.6805555555555555,3.7555555555555555,0.004450227660734805,0.4285714328289032
usashooting,USA Shooting,shooting,Organization,2,8.0,0.2465753424657534,0.29238816738816775,624.5333333333333,0.013621759480202607,0.06666667014360428
natalieseymour9,Natalie Seymour,hockey,Female,2,3.0,0.5769230769230769,0.6555555555555556,5.666666666666666,0.005048357783214965,0.20000000298023224
niallstott16,Niall Stott,hockey,Male,2,3.0,0.5151515151515151,0.607843137254902,10.916666666666668,0.011331631378894997,0.30000001192092896
britishsailing,British Sailing,sailing,Organization,2,2.0,0.6923076923076923,0.7777777777777778,2.333333333333333,0.04947494198016833,0.6000000238418579
exmouth49er,Exmouth 49er,sailing,Organization,2,2.0,0.6923076923076923,0.7777777777777778,0.5833333333333333,0.03826909615609025,0.699999988079071
usawrestling,USA Wrestling,wrestling,Organization,2,10.0,0.21322537112010798,0.27932991762105686,3194.497156897157,0.0202765169222549,0.13333334028720856
chooky13,Unidentified,wrestling,Undefined,2,11.0,0.19082125603864733,0.25950896852795613,228.66666666666669,0.013225533940743496,0.3499999940395355
richardhounslow,Richard Hounslow,canoeing,Male,2,3.0,0.5833333333333334,0.6666666666666666,3.9777777777777774,0.005048357783214965,0.30000001192092896
stownsend7,Sam Townsend,hockey,Male,2,3.0,0.6,0.6944444444444443,8.391341991341992,0.035884785985841494,0.5333333611488342
kirsty_mackay_2,Kirsty Mackay,hockey,Female,2,3.0,0.5714285714285714,0.6805555555555557,1.75,0.02443309595804618,0.550000011920929
sjlowe,Sarah Lowe,judo,Female,2,14.0,0.11951588502269289,0.16005569676455741,22.616666666666664,0.06501122922876112,0.699999988079071
lisafencing,Lisa McKenzie,fencing,Female,2,3.0,0.5555555555555556,0.6444444444444444,6.801190476190476,0.03857891450450818,0.30000001192092896
jazzcarlin,Jazz Carlin,swimming,Female,2,6.0,0.36363636363636365,0.492361111111111,13.13968253968254,0.004450227660734805,0.2380952388048172
gilly2silly,Gilly Silly,swimming,Female,2,5.0,0.3898305084745763,0.5065217391304347,5.550000000000001,0.014543876415682297,0.36666667461395264
usagym,USA Gymnastics,gymnastics,Organization,2,10.0,0.20108695652173914,0.27656942656942646,562.1098917748917,0.029785501210676236,0.10000000149011612
hes888,Unidentified,rowing,Undefined,2,2.0,0.6470588235294118,0.7272727272727273,3.469047619047619,0.05202868526946896,0.4333333373069763
kellysotherton,Kelly Sotherton,athletics,Female,2,6.0,0.28695652173913044,0.39949494949494935,130.95946275946275,0.12363548505087658,0.550000011920929
discusdan,Daniel Greaves,athletics,Male,2,6.0,0.2894736842105263,0.4010101010101009,11.426190476190476,0.01474320118427679,0.4761904776096344
williamsharman,William Sharman,athletics,Male,2,6.0,0.28688524590163933,0.39333333333333315,18.15934065934066,0.007157474417158361,0.3333333432674408
gbboxing,GB Boxing,boxing,Organization,2,3.0,0.5714285714285714,0.6805555555555555,2.7333333333333334,0.007380047621544648,0.523809552192688
usfencing,USA Fencing,fencing,Organization,2,3.0,0.5333333333333333,0.6250000000000001,546.6666666666666,0.012809606546642845,0.2142857164144516
richardlawlor,Richard Lawlor,waterpolo,Male,2,4.0,0.43902439024390244,0.5555555555555556,10.666666666666664,0.04995529883452597,0.699999988079071
dan00clark,Dan Clark,basketball,Male,2,3.0,0.6111111111111112,0.712121212121212,2.1999999999999997,0.011051854603991515,0.4761904776096344
chan2211,Chantelle Handy,basketball,Female,2,4.0,0.55,0.6893939393939393,11.5,0.0380537581904437,0.6000000238418579
rs_smudge,Richard Smith,hockey,Male,2,2.0,0.6190476190476191,0.6923076923076923,4.266666666666666,0.003473621007131518,0.3333333432674408
djsweeneygb,David Sweeney,wrestling,Male,2,12.0,0.16880341880341881,0.2401558532887646,12.041666666666666,0.013225533940743496,0.30000001192092896
mrleepearsoncbe,Lee Pearson,equestrianism,Male,2,3.0,0.5714285714285714,0.6805555555555555,12.95,0.003473621007131518,0.3333333432674408
acbilardi,Alessio Bilardi,fencing,Male,2,3.0,0.5357142857142857,0.6333333333333333,1.0984848484848484,0.04204443683763347,0.6000000238418579
synchroloz,Lauren Smith,swimming-sync,Female,2,2.0,0.6923076923076923,0.7777777777777778,113.48860028860024,0.009374463140114045,0.3333333432674408
bloomy181,Marcus Bloomfield,cycling,Male,2,4.0,0.425531914893617,0.5333333333333334,2.9222222222222225,0.021780544709261464,0.5
louisehazel,Louise Hazel,athletics,Female,2,6.0,0.2905982905982906,0.4024509803921567,6.6857448107448105,0.011046754281728768,0.3333333432674408
mo_farah,Mo Farah,athletics,Male,2,5.0,0.3592233009708738,0.4454954954954955,93.69645476567672,0.012239504331565112,0.1666666716337204
verazvonareva,Vera Zvonareva,tennis,Female,2,12.0,0.16584333098094567,0.2087321543704526,45.747203793798235,0.020308873454582935,0.46666666865348816
emsmithgymnast,Emily Smith,gymnastics,Female,1,9.0,0.20361990950226244,0.31604938271604927,1.0357142857142856,0.017743640450166777,0.44999998807907104
charliepurdue,Charlie Purdue,athletics,Female,1,5.0,0.4125,0.495959595959596,28.03906987368085,0.020102932402196832,0.15000000596046448
lynn_gbhandball,Lynn McCafferty,handball,Female,1,3.0,0.6428571428571429,0.7592592592592592,0.2,0.0030368367282477757,0.75
ciaranwilliams,Ciaran Williams,handball,Male,1,2.0,0.7777777777777778,0.8571428571428571,0.819047619047619,0.05788102677428409,0.8500000238418579
jwariner,Jeremy Wariner,athletics,Male,1,5.0,0.3854166666666667,0.47027027027027024,3.0,0.001736810503565759,0.13333334028720856
tysonlgay,Tyson Gay,athletics,Male,1,6.0,0.34,0.44411764705882345,4.4633699633699635,0.002713417157169042,0.30000001192092896
gb_wpolo_girls,GB Women's Water Polo,waterpolo,Organization,1,4.0,0.46153846153846156,0.5694444444444444,1.0333333333333332,0.01129685106574554,0.6000000238418579
michaelphelps,Michael Phelps,swimming,Male,1,10.0,0.21595330739299612,0.2954704704704704,1227.1666666666665,0.015299671380919002,0.20000000298023224
tom_mottershead,Tom Mottershead,fencing,Male,1,3.0,0.5333333333333333,0.625,0.8333333333333333,0.001736810503565759,0.5
zacpurchase,Zac Purchase,rowing,Male,1,3.0,0.6,0.6944444444444445,1.5,0.001736810503565759,0.3333333432674408
imogenwalsh,Imogen Walsh,rowing,Female,1,2.0,0.631578947368421,0.7083333333333334,2.083333333333333,0.001736810503565759,0.30000001192092896
marielzagunis,Mariel Zagunis,fencing,Female,1,10.0,0.1923743500866551,0.2595774345774345,46.716450216450205,0.022525724483963217,0.699999988079071
cristacullen5,Crista Cullen,hockey,Female,1,3.0,0.5555555555555556,0.6444444444444445,2.3499999999999996,0.004062152401528364,0.30000001192092896
christianm200,Christian Malcolm,athletics,Male,1,7.0,0.28448275862068967,0.4116883116883116,4.7,0.010299143924287463,0.2666666805744171
englandhockey,England Hockey,hockey,Organization,1,4.0,0.4305555555555556,0.5080645161290324,15.366666666666665,0.001736810503565759,0.1666666716337204
matthew_mitcham,Matthew Mitcham,diving,Male,1,12.0,0.15767045454545456,0.22768352768352756,120.70666510666508,0.022525724483963217,0.46666666865348816
welshrowing,Welsh Rowing,rowing,Organization,1,3.0,0.5652173913043478,0.6666666666666666,1.1666666666666665,0.001736810503565759,0.4000000059604645
ge0rgiadavies90,Georgia Davies,swimming,Female,1,6.0,0.3472222222222222,0.4753333333333332,3.4000000000000004,0.001736810503565759,0.3333333432674408
keriannepayne,Keri-anne Payne,swimming,Female,1,5.0,0.42105263157894735,0.5256944444444444,12.216666666666665,0.001736810503565759,0.2666666805744171
proctormark,Mark Proctor,canoeing,Male,1,3.0,0.56,0.6547619047619049,0.2,0.004062152401528364,0.5
annameares,Anna Meares,cycling,Female,1,4.0,0.4883720930232558,0.5753968253968255,4.166666666666666,0.001736810503565759,0.36666667461395264
marcol89,Marco Loughran,swimming,Male,1,6.0,0.3484848484848485,0.4826086956521739,0.6111111111111112,0.054510130220055686,0.6499999761581421
bengregz,Ben Gregory,athletics,Male,1,7.0,0.2975206611570248,0.4213624338624339,83.25,0.009896424097706195,0.1666666716337204
lemonruns,Andrew Lemoncello,athletics,Male,1,6.0,0.3238095238095238,0.42401960784313714,1.952380952380952,0.001736810503565759,0.5
bobby_white_12,Bobby White,handball,Male,1,2.0,0.6923076923076923,0.7777777777777778,0.5,0.0030368367282477757,0.6499999761581421
eha_official,England Handball,handball,Organization,1,3.0,0.6428571428571429,0.7592592592592592,6.914285714285715,0.009548414296143943,0.6000000238418579
cyclingaustrack,Cycling Australia Track,cycling,Organization,1,3.0,0.5,0.5793650793650795,2.8333333333333326,0.001736810503565759,0.36666667461395264
usainbolt,Usain Bolt,athletics,Male,1,6.0,0.3430232558139535,0.4110169491525423,612.513202180479,0.019154011995904233,0.10000000149011612
