Source,Target,Type,Id,Label,Weight
nath_robertson,jennywallwork,Directed,607,,1
nath_robertson,jessicamayne_x,Directed,608,,1
nath_robertson,scott_evans1,Directed,609,,1
jessicamayne_x,rajivouseph,Directed,610,,1
jessicamayne_x,chrisadcock1,Directed,611,,1
jessicamayne_x,gabbywhite011,Directed,612,,1
jessicamayne_x,scott_evans1,Directed,613,,1
jessicamayne_x,mariana251,Directed,614,,1
rowingaust,watkinsteamgb,Directed,615,,1
rowingaust,chris_bartleygb,Directed,616,,1
rowingaust,welshrowing,Directed,617,,1
rowingaust,britishrowing,Directed,618,,1
rowingaust,nrod2012,Directed,619,,1
welshrowing,chris_bartleygb,Directed,620,,1
welshrowing,worldrowing,Directed,621,,1
welshrowing,gbrowingteam,Directed,622,,1
welshrowing,nrod2012,Directed,623,,1
welshrowing,cameronnicholgb,Directed,624,,1
planetcanoe,daniels_andrew,Directed,625,,1
planetcanoe,ed_rutherford,Directed,626,,1
planetcanoe,gbcanoeing,Directed,627,,1
planetcanoe,jboyton,Directed,628,,1
planetcanoe,pdarbydowman,Directed,629,,1
daniels_andrew,thebenfarrell,Directed,630,,1
daniels_andrew,tom_hide,Directed,631,,1
daniels_andrew,ed_rutherford,Directed,632,,1
daniels_andrew,paulwycherley,Directed,633,,1
daniels_andrew,jboyton,Directed,634,,1
thebenfarrell,daniels_andrew,Directed,635,,1
thebenfarrell,ed_rutherford,Directed,636,,1
thebenfarrell,paulwycherley,Directed,637,,1
thebenfarrell,jboyton,Directed,638,,1
thebenfarrell,pdarbydowman,Directed,639,,1
tom_hide,daniels_andrew,Directed,640,,1
tom_hide,ed_rutherford,Directed,641,,1
tom_hide,paulwycherley,Directed,642,,1
tom_hide,hayleigh_mason,Directed,643,,1
tom_hide,jboyton,Directed,644,,1
ec93,rdrabswaterpolo,Directed,645,,1
ec93,chloewilcox86,Directed,646,,1
ec93,angiewsmith10,Directed,647,,1
ec93,glenrob89,Directed,648,,1
ec93,vicbowen,Directed,649,,1
glenrob89,ec93,Directed,650,,1
glenrob89,craigfigesgbwp,Directed,651,,1
glenrob89,joregan91,Directed,652,,1
glenrob89,sdking4,Directed,653,,1
glenrob89,jdwaller6,Directed,654,,1
craigfigesgbwp,glenrob89,Directed,655,,1
craigfigesgbwp,joregan91,Directed,656,,1
craigfigesgbwp,sdking4,Directed,657,,1
craigfigesgbwp,gbmenswaterpolo,Directed,658,,1
craigfigesgbwp,jdwaller6,Directed,659,,1
joregan91,glenrob89,Directed,660,,1
joregan91,craigfigesgbwp,Directed,661,,1
joregan91,sdking4,Directed,662,,1
joregan91,richardlawlor,Directed,663,,1
joregan91,jdwaller6,Directed,664,,1
sdking4,glenrob89,Directed,665,,1
sdking4,craigfigesgbwp,Directed,666,,1
sdking4,joregan91,Directed,667,,1
sdking4,richardlawlor,Directed,668,,1
sdking4,jdwaller6,Directed,669,,1
dominicmahony,nickwoodbridge,Directed,670,,1
dominicmahony,jamiecooke_5,Directed,671,,1
dominicmahony,uipm_hq,Directed,672,,1
dominicmahony,pentathlongb,Directed,673,,1
dominicmahony,natalyacoyle,Directed,674,,1
uipm_hq,nickwoodbridge,Directed,675,,1
uipm_hq,jamiecooke_5,Directed,676,,1
uipm_hq,dominicmahony,Directed,677,,1
uipm_hq,pentathlongb,Directed,678,,1
uipm_hq,natalyacoyle,Directed,679,,1
gorgsgeikie,nickwoodbridge,Directed,680,,1
gorgsgeikie,heatherfellnews,Directed,681,,1
gorgsgeikie,jenmac600,Directed,682,,1
gorgsgeikie,archerynicky,Directed,683,,1
gorgsgeikie,nwilson79pistol,Directed,684,,1
pentathlongb,nickwoodbridge,Directed,685,,1
pentathlongb,katylivo,Directed,686,,1
pentathlongb,dominicmahony,Directed,687,,1
pentathlongb,uipm_hq,Directed,688,,1
pentathlongb,natalyacoyle,Directed,689,,1
natalyacoyle,nickwoodbridge,Directed,690,,1
natalyacoyle,kt_burke,Directed,691,,1
natalyacoyle,dominicmahony,Directed,692,,1
natalyacoyle,uipm_hq,Directed,693,,1
natalyacoyle,pentathlongb,Directed,694,,1
itsstephrice,gemmaspofforth,Directed,695,,1
itsstephrice,jamesgoddard83,Directed,696,,1
itsstephrice,joannejackson86,Directed,697,,1
itsstephrice,katehaywood,Directed,698,,1
itsstephrice,caitmcclatchey,Directed,699,,1
gemmaspofforth,mrgrantturner,Directed,700,,1
gemmaspofforth,queenmond,Directed,701,,1
gemmaspofforth,antonyjamesfly,Directed,702,,1
gemmaspofforth,swimmerross,Directed,703,,1
gemmaspofforth,caitmcclatchey,Directed,704,,1
liamtancock,gemmaspofforth,Directed,705,,1
liamtancock,franhalsall,Directed,706,,1
liamtancock,queenmond,Directed,707,,1
liamtancock,swimmerross,Directed,708,,1
liamtancock,caitmcclatchey,Directed,709,,1
stephproud88,gemmaspofforth,Directed,710,,1
stephproud88,mrgrantturner,Directed,711,,1
stephproud88,joeroebuck,Directed,712,,1
stephproud88,siobhanmoconnor,Directed,713,,1
stephproud88,roberto_pavoni,Directed,714,,1
franhalsall,gemmaspofforth,Directed,715,,1
franhalsall,liamtancock,Directed,716,,1
franhalsall,queenmond,Directed,717,,1
franhalsall,swimmerross,Directed,718,,1
franhalsall,joannejackson86,Directed,719,,1
mrgrantturner,gemmaspofforth,Directed,720,,1
mrgrantturner,daniel_fogg,Directed,721,,1
mrgrantturner,joeroebuck,Directed,722,,1
mrgrantturner,antonyjamesfly,Directed,723,,1
mrgrantturner,caitmcclatchey,Directed,724,,1
ge0rgiadavies90,gemmaspofforth,Directed,725,,1
ge0rgiadavies90,mrgrantturner,Directed,726,,1
ge0rgiadavies90,joeroebuck,Directed,727,,1
ge0rgiadavies90,jazzcarlin,Directed,728,,1
ge0rgiadavies90,antonyjamesfly,Directed,729,,1
richardwebb87,gemmaspofforth,Directed,730,,1
richardwebb87,ge0rgiadavies90,Directed,731,,1
richardwebb87,queenmond,Directed,732,,1
richardwebb87,gilly2silly,Directed,733,,1
richardwebb87,katehaywood,Directed,734,,1
hannahmiley89,robbierenwick,Directed,735,,1
hannahmiley89,gemmaspofforth,Directed,736,,1
hannahmiley89,mrgrantturner,Directed,737,,1
hannahmiley89,davidcarry,Directed,738,,1
hannahmiley89,swimmerross,Directed,739,,1
queenmond,gemmaspofforth,Directed,740,,1
queenmond,franhalsall,Directed,741,,1
queenmond,mrgrantturner,Directed,742,,1
queenmond,swimmerross,Directed,743,,1
queenmond,caitmcclatchey,Directed,744,,1
issf_shooting,planetcanoe,Directed,745,,1
issf_shooting,gorgsgeikie,Directed,746,,1
issf_shooting,battz007,Directed,747,,1
issf_shooting,jenmac600,Directed,748,,1
issf_shooting,archerynicky,Directed,749,,1
battz007,gorgsgeikie,Directed,750,,1
battz007,issf_shooting,Directed,751,,1
battz007,jenmac600,Directed,752,,1
battz007,archerynicky,Directed,753,,1
battz007,nwilson79pistol,Directed,754,,1
neilstirton,usashooting,Directed,755,,1
neilstirton,issf_shooting,Directed,756,,1
neilstirton,battz007,Directed,757,,1
neilstirton,jenmac600,Directed,758,,1
neilstirton,nwilson79pistol,Directed,759,,1
jenmac600,robbierenwick,Directed,760,,1
jenmac600,usashooting,Directed,761,,1
jenmac600,gorgsgeikie,Directed,762,,1
jenmac600,battz007,Directed,763,,1
jenmac600,davidcarry,Directed,764,,1
britishsailing,matchracegirls,Directed,765,,1
britishsailing,nick_thompo,Directed,766,,1
britishsailing,iainpercy,Directed,767,,1
britishsailing,katelaven,Directed,768,,1
britishsailing,ainslieben,Directed,769,,1
matchracegirls,britishsailing,Directed,770,,1
matchracegirls,isafupdates,Directed,771,,1
matchracegirls,nick_thompo,Directed,772,,1
matchracegirls,exmouth49er,Directed,773,,1
matchracegirls,470girls,Directed,774,,1
isafupdates,matchracegirls,Directed,775,,1
isafupdates,nick_thompo,Directed,776,,1
isafupdates,exmouth49er,Directed,777,,1
isafupdates,470girls,Directed,778,,1
isafupdates,iainpercy,Directed,779,,1
nick_thompo,matchracegirls,Directed,780,,1
nick_thompo,isafupdates,Directed,781,,1
nick_thompo,470girls,Directed,782,,1
nick_thompo,iainpercy,Directed,783,,1
nick_thompo,andrewbsimpson,Directed,784,,1
exmouth49er,matchracegirls,Directed,785,,1
exmouth49er,isafupdates,Directed,786,,1
exmouth49er,nick_thompo,Directed,787,,1
exmouth49er,470girls,Directed,788,,1
exmouth49er,andrewbsimpson,Directed,789,,1
danusiafrancis,lynnehutch94,Directed,790,,1
danusiafrancis,bgmediateam,Directed,791,,1
danusiafrancis,bethtweddlenews,Directed,792,,1
danusiafrancis,jempin515,Directed,793,,1
danusiafrancis,hannahkwhelan,Directed,794,,1
bgmediateam,lynnehutch94,Directed,795,,1
bgmediateam,anniebarts,Directed,796,,1
bgmediateam,danusiafrancis,Directed,797,,1
bgmediateam,jempin515,Directed,798,,1
bgmediateam,hannahkwhelan,Directed,799,,1
frannywill,goldiesayers,Directed,800,,1
frannywill,liamtancock,Directed,801,,1
frannywill,keriannepayne,Directed,802,,1
frannywill,vickilucass,Directed,803,,1
frannywill,synchroloz,Directed,804,,1
elliesimmonds1,liamtancock,Directed,805,,1
elliesimmonds1,franhalsall,Directed,806,,1
elliesimmonds1,queenmond,Directed,807,,1
elliesimmonds1,jazzcarlin,Directed,808,,1
elliesimmonds1,joannejackson86,Directed,809,,1
keriannepayne,liamtancock,Directed,810,,1
keriannepayne,hannahmiley89,Directed,811,,1
keriannepayne,jamesgoddard83,Directed,812,,1
keriannepayne,davidcarry,Directed,813,,1
keriannepayne,swimmerross,Directed,814,,1
usajudo,usawrestling,Directed,815,,1
usajudo,mikeliptrot,Directed,816,,1
usajudo,sarahclark_judo,Directed,817,,1
usajudo,britishjudo,Directed,818,,1
usajudo,judo_kayla,Directed,819,,1
usawrestling,usajudo,Directed,820,,1
usawrestling,usa_taekwondo,Directed,821,,1
usawrestling,usfencing,Directed,822,,1
usawrestling,britishjudo,Directed,823,,1
usawrestling,mgwrestling,Directed,824,,1
chooky13,usawrestling,Directed,825,,1
chooky13,smarshall1991,Directed,826,,1
chooky13,leonrwrestler,Directed,827,,1
chooky13,mgwrestling,Directed,828,,1
chooky13,djsweeneygb,Directed,829,,1
archeryalison,archerygb,Directed,830,,1
archeryalison,worldarchery,Directed,831,,1
archeryalison,archerynicky,Directed,832,,1
archeryalison,archeryburgess,Directed,833,,1
archeryalison,2012amy,Directed,834,,1
archerygb,archeryalison,Directed,835,,1
archerygb,worldarchery,Directed,836,,1
archerygb,archerynicky,Directed,837,,1
archerygb,archeryburgess,Directed,838,,1
archerygb,2012amy,Directed,839,,1
worldarchery,archeryalison,Directed,840,,1
worldarchery,archerygb,Directed,841,,1
worldarchery,archerynicky,Directed,842,,1
worldarchery,archeryburgess,Directed,843,,1
worldarchery,2012amy,Directed,844,,1
archerynicky,cbennettgbr,Directed,845,,1
archerynicky,archeryalison,Directed,846,,1
archerynicky,archerygb,Directed,847,,1
archerynicky,archeryburgess,Directed,848,,1
archerynicky,2012amy,Directed,849,,1
archeryburgess,archeryalison,Directed,850,,1
archeryburgess,archerygb,Directed,851,,1
archeryburgess,worldarchery,Directed,852,,1
archeryburgess,archerynicky,Directed,853,,1
archeryburgess,2012amy,Directed,854,,1
2012amy,archeryalison,Directed,855,,1
2012amy,archerygb,Directed,856,,1
2012amy,worldarchery,Directed,857,,1
2012amy,archerynicky,Directed,858,,1
2012amy,archeryburgess,Directed,859,,1
richardhounslow,proctormark,Directed,860,,1
richardhounslow,paulwycherley,Directed,861,,1
richardhounslow,edmckeever,Directed,862,,1
richardhounslow,jboyton,Directed,863,,1
richardhounslow,rachelcawthorn,Directed,864,,1
proctormark,richardhounslow,Directed,865,,1
proctormark,ed_rutherford,Directed,866,,1
proctormark,paulwycherley,Directed,867,,1
proctormark,jboyton,Directed,868,,1
proctormark,rachelcawthorn,Directed,869,,1
stownsend7,sallywalton23,Directed,870,,1
stownsend7,rogerschloe12,Directed,871,,1
stownsend7,hannahmacleod6,Directed,872,,1
stownsend7,samanthaquek,Directed,873,,1
stownsend7,ashleigh_ball22,Directed,874,,1
sallywalton23,rogerschloe12,Directed,875,,1
sallywalton23,bethstorry,Directed,876,,1
sallywalton23,hannahmacleod6,Directed,877,,1
sallywalton23,georgietwigg,Directed,878,,1
sallywalton23,ashleigh_ball22,Directed,879,,1
rogerschloe12,sallywalton23,Directed,880,,1
rogerschloe12,bethstorry,Directed,881,,1
rogerschloe12,h_richardson8,Directed,882,,1
rogerschloe12,georgietwigg,Directed,883,,1
rogerschloe12,ashleigh_ball22,Directed,884,,1
bethstorry,sallywalton23,Directed,885,,1
bethstorry,alexdanson15,Directed,886,,1
bethstorry,h_richardson8,Directed,887,,1
bethstorry,georgietwigg,Directed,888,,1
bethstorry,ashleigh_ball22,Directed,889,,1
alexdanson15,sallywalton23,Directed,890,,1
alexdanson15,bethstorry,Directed,891,,1
alexdanson15,h_richardson8,Directed,892,,1
alexdanson15,georgietwigg,Directed,893,,1
alexdanson15,ashleigh_ball22,Directed,894,,1
katewalsh11,sallywalton23,Directed,895,,1
katewalsh11,bethstorry,Directed,896,,1
katewalsh11,alexdanson15,Directed,897,,1
katewalsh11,h_richardson8,Directed,898,,1
katewalsh11,ashleigh_ball22,Directed,899,,1
hannahmacleod6,stownsend7,Directed,900,,1
hannahmacleod6,sallywalton23,Directed,901,,1
hannahmacleod6,bethstorry,Directed,902,,1
hannahmacleod6,ashleigh_ball22,Directed,903,,1
hannahmacleod6,anniepanter,Directed,904,,1
abiwalker24,sallywalton23,Directed,905,,1
abiwalker24,bethstorry,Directed,906,,1
abiwalker24,samanthaquek,Directed,907,,1
abiwalker24,kirsty_mackay_2,Directed,908,,1
abiwalker24,anniepanter,Directed,909,,1
h_richardson8,sallywalton23,Directed,910,,1
h_richardson8,rogerschloe12,Directed,911,,1
h_richardson8,bethstorry,Directed,912,,1
h_richardson8,alexdanson15,Directed,913,,1
h_richardson8,ashleigh_ball22,Directed,914,,1
georgietwigg,sallywalton23,Directed,915,,1
georgietwigg,rogerschloe12,Directed,916,,1
georgietwigg,bethstorry,Directed,917,,1
georgietwigg,ashleigh_ball22,Directed,918,,1
georgietwigg,anniepanter,Directed,919,,1
samanthaquek,sallywalton23,Directed,920,,1
samanthaquek,hannahmacleod6,Directed,921,,1
samanthaquek,abiwalker24,Directed,922,,1
samanthaquek,ashleigh_ball22,Directed,923,,1
samanthaquek,kirsty_mackay_2,Directed,924,,1
ashleigh_ball22,sallywalton23,Directed,925,,1
ashleigh_ball22,rogerschloe12,Directed,926,,1
ashleigh_ball22,bethstorry,Directed,927,,1
ashleigh_ball22,h_richardson8,Directed,928,,1
ashleigh_ball22,georgietwigg,Directed,929,,1
kirsty_mackay_2,stownsend7,Directed,930,,1
kirsty_mackay_2,sallywalton23,Directed,931,,1
kirsty_mackay_2,hannahmacleod6,Directed,932,,1
kirsty_mackay_2,abiwalker24,Directed,933,,1
kirsty_mackay_2,samanthaquek,Directed,934,,1
ed_rutherford,thebenfarrell,Directed,935,,1
ed_rutherford,tom_hide,Directed,936,,1
ed_rutherford,paulwycherley,Directed,937,,1
ed_rutherford,jboyton,Directed,938,,1
ed_rutherford,pdarbydowman,Directed,939,,1
paulwycherley,thebenfarrell,Directed,940,,1
paulwycherley,tom_hide,Directed,941,,1
paulwycherley,ed_rutherford,Directed,942,,1
paulwycherley,jboyton,Directed,943,,1
paulwycherley,pdarbydowman,Directed,944,,1
hayleigh_mason,tom_hide,Directed,945,,1
hayleigh_mason,ed_rutherford,Directed,946,,1
hayleigh_mason,edmckeever,Directed,947,,1
hayleigh_mason,jboyton,Directed,948,,1
hayleigh_mason,lanibelcher,Directed,949,,1
edmckeever,ed_rutherford,Directed,950,,1
edmckeever,hayleigh_mason,Directed,951,,1
edmckeever,jboyton,Directed,952,,1
edmckeever,rachelcawthorn,Directed,953,,1
edmckeever,louisasawers,Directed,954,,1
usacanoekayak,thebenfarrell,Directed,955,,1
usacanoekayak,ed_rutherford,Directed,956,,1
usacanoekayak,edmckeever,Directed,957,,1
usacanoekayak,gbcanoeing,Directed,958,,1
usacanoekayak,jboyton,Directed,959,,1
gbcanoeing,ed_rutherford,Directed,960,,1
gbcanoeing,paulwycherley,Directed,961,,1
gbcanoeing,hayleigh_mason,Directed,962,,1
gbcanoeing,edmckeever,Directed,963,,1
gbcanoeing,jboyton,Directed,964,,1
jboyton,thebenfarrell,Directed,965,,1
jboyton,tom_hide,Directed,966,,1
jboyton,ed_rutherford,Directed,967,,1
jboyton,paulwycherley,Directed,968,,1
jboyton,louisasawers,Directed,969,,1
rachelcawthorn,ed_rutherford,Directed,970,,1
rachelcawthorn,edmckeever,Directed,971,,1
rachelcawthorn,jessicawalker10,Directed,972,,1
rachelcawthorn,lanibelcher,Directed,973,,1
rachelcawthorn,louisasawers,Directed,974,,1
pdarbydowman,thebenfarrell,Directed,975,,1
pdarbydowman,ed_rutherford,Directed,976,,1
pdarbydowman,paulwycherley,Directed,977,,1
pdarbydowman,jboyton,Directed,978,,1
pdarbydowman,lanibelcher,Directed,979,,1
intjudofed,usajudo,Directed,980,,1
intjudofed,mikeliptrot,Directed,981,,1
intjudofed,dannyharper2012,Directed,982,,1
intjudofed,judo_kayla,Directed,983,,1
intjudofed,judoscotland,Directed,984,,1
mikeliptrot,dannyharper2012,Directed,985,,1
mikeliptrot,sjlowe,Directed,986,,1
mikeliptrot,ashleymckenzi12,Directed,987,,1
mikeliptrot,bigyin78,Directed,988,,1
mikeliptrot,judoscotland,Directed,989,,1
emilyjadejudo,usajudo,Directed,990,,1
emilyjadejudo,mikeliptrot,Directed,991,,1
emilyjadejudo,dannyharper2012,Directed,992,,1
emilyjadejudo,bigyin78,Directed,993,,1
emilyjadejudo,judoscotland,Directed,994,,1
dannyharper2012,mikeliptrot,Directed,995,,1
dannyharper2012,bigyin78,Directed,996,,1
dannyharper2012,sophiejsays,Directed,997,,1
dannyharper2012,judo_kayla,Directed,998,,1
dannyharper2012,judoscotland,Directed,999,,1
sjlowe,mikeliptrot,Directed,1000,,1
sjlowe,sarahclark_judo,Directed,1001,,1
sjlowe,bigyin78,Directed,1002,,1
sjlowe,sophiejsays,Directed,1003,,1
sjlowe,judoscotland,Directed,1004,,1
hollie_avil,liz_blatchford,Directed,1005,,1
hollie_avil,vixholland,Directed,1006,,1
hollie_avil,jodieswallow,Directed,1007,,1
hollie_avil,alibrownleetri,Directed,1008,,1
hollie_avil,brittri,Directed,1009,,1
liz_blatchford,hollie_avil,Directed,1010,,1
liz_blatchford,vixholland,Directed,1011,,1
liz_blatchford,jodieswallow,Directed,1012,,1
liz_blatchford,alibrownleetri,Directed,1013,,1
liz_blatchford,stuhayes13,Directed,1014,,1
vixholland,liz_blatchford,Directed,1015,,1
vixholland,jodieswallow,Directed,1016,,1
vixholland,alibrownleetri,Directed,1017,,1
vixholland,brittri,Directed,1018,,1
vixholland,stuhayes13,Directed,1019,,1
jodieswallow,hollie_avil,Directed,1020,,1
jodieswallow,liz_blatchford,Directed,1021,,1
jodieswallow,vixholland,Directed,1022,,1
jodieswallow,brittri,Directed,1023,,1
jodieswallow,stuhayes13,Directed,1024,,1
alibrownleetri,hollie_avil,Directed,1025,,1
alibrownleetri,liz_blatchford,Directed,1026,,1
alibrownleetri,vixholland,Directed,1027,,1
alibrownleetri,jodieswallow,Directed,1028,,1
alibrownleetri,stuhayes13,Directed,1029,,1
brittri,hollie_avil,Directed,1030,,1
brittri,liz_blatchford,Directed,1031,,1
brittri,vixholland,Directed,1032,,1
brittri,jodieswallow,Directed,1033,,1
brittri,stuhayes13,Directed,1034,,1
stuhayes13,liz_blatchford,Directed,1035,,1
stuhayes13,vixholland,Directed,1036,,1
stuhayes13,jodieswallow,Directed,1037,,1
stuhayes13,alibrownleetri,Directed,1038,,1
stuhayes13,brittri,Directed,1039,,1
lisafencing,cbennettgbr,Directed,1040,,1
lisafencing,laurencehalsted,Directed,1041,,1
lisafencing,annabentleygbr,Directed,1042,,1
lisafencing,sophie_a_w,Directed,1043,,1
lisafencing,chrystalln,Directed,1044,,1
sophie_a_w,cbennettgbr,Directed,1045,,1
sophie_a_w,katherinekempe,Directed,1046,,1
sophie_a_w,laurencehalsted,Directed,1047,,1
sophie_a_w,annabentleygbr,Directed,1048,,1
sophie_a_w,lisafencing,Directed,1049,,1
scottishfencing,cbennettgbr,Directed,1050,,1
scottishfencing,fie_en,Directed,1051,,1
scottishfencing,jthorntongbr,Directed,1052,,1
scottishfencing,daniel_mingbok,Directed,1053,,1
scottishfencing,laurencehalsted,Directed,1054,,1
uci_cycling,annameares,Directed,1055,,1
uci_cycling,joannarowsell,Directed,1056,,1
uci_cycling,stevenburke88,Directed,1057,,1
uci_cycling,bcreports,Directed,1058,,1
uci_cycling,swiftybswift,Directed,1059,,1
annameares,v_pendleton,Directed,1060,,1
annameares,liamphillips65,Directed,1061,,1
annameares,joannarowsell,Directed,1062,,1
annameares,bcreports,Directed,1063,,1
annameares,swiftybswift,Directed,1064,,1
anniepanter,rogerschloe12,Directed,1065,,1
anniepanter,bethstorry,Directed,1066,,1
anniepanter,hannahmacleod6,Directed,1067,,1
anniepanter,abiwalker24,Directed,1068,,1
anniepanter,h_richardson8,Directed,1069,,1
daniel_fogg,mrgrantturner,Directed,1070,,1
daniel_fogg,joeroebuck,Directed,1071,,1
daniel_fogg,walkerhebborn,Directed,1072,,1
daniel_fogg,roberto_pavoni,Directed,1073,,1
daniel_fogg,antonyjamesfly,Directed,1074,,1
joeroebuck,mrgrantturner,Directed,1075,,1
joeroebuck,daniel_fogg,Directed,1076,,1
joeroebuck,roberto_pavoni,Directed,1077,,1
joeroebuck,swimmerross,Directed,1078,,1
joeroebuck,joannejackson86,Directed,1079,,1
marcol89,mrgrantturner,Directed,1080,,1
marcol89,daniel_fogg,Directed,1081,,1
marcol89,joeroebuck,Directed,1082,,1
marcol89,antonyjamesfly,Directed,1083,,1
marcol89,jamesgoddard83,Directed,1084,,1
siobhanmoconnor,andrewswillis,Directed,1085,,1
siobhanmoconnor,daniel_fogg,Directed,1086,,1
siobhanmoconnor,walkerhebborn,Directed,1087,,1
siobhanmoconnor,gilly2silly,Directed,1088,,1
siobhanmoconnor,roberto_pavoni,Directed,1089,,1
jazzcarlin,daniel_fogg,Directed,1090,,1
jazzcarlin,antonyjamesfly,Directed,1091,,1
jazzcarlin,swimmerross,Directed,1092,,1
jazzcarlin,joannejackson86,Directed,1093,,1
jazzcarlin,caitmcclatchey,Directed,1094,,1
walkerhebborn,mrgrantturner,Directed,1095,,1
walkerhebborn,daniel_fogg,Directed,1096,,1
walkerhebborn,siobhanmoconnor,Directed,1097,,1
walkerhebborn,roberto_pavoni,Directed,1098,,1
walkerhebborn,adambrownswim,Directed,1099,,1
gilly2silly,andrewswillis,Directed,1100,,1
gilly2silly,mrgrantturner,Directed,1101,,1
gilly2silly,daniel_fogg,Directed,1102,,1
gilly2silly,siobhanmoconnor,Directed,1103,,1
gilly2silly,walkerhebborn,Directed,1104,,1
roberto_pavoni,mrgrantturner,Directed,1105,,1
roberto_pavoni,daniel_fogg,Directed,1106,,1
roberto_pavoni,jamesgoddard83,Directed,1107,,1
roberto_pavoni,adambrownswim,Directed,1108,,1
roberto_pavoni,caitmcclatchey,Directed,1109,,1
antonyjamesfly,mrgrantturner,Directed,1110,,1
antonyjamesfly,daniel_fogg,Directed,1111,,1
antonyjamesfly,joeroebuck,Directed,1112,,1
antonyjamesfly,marcol89,Directed,1113,,1
antonyjamesfly,roberto_pavoni,Directed,1114,,1
jamesgoddard83,mrgrantturner,Directed,1115,,1
jamesgoddard83,daniel_fogg,Directed,1116,,1
jamesgoddard83,roberto_pavoni,Directed,1117,,1
jamesgoddard83,swimmerross,Directed,1118,,1
jamesgoddard83,caitmcclatchey,Directed,1119,,1
davidcarry,robbierenwick,Directed,1120,,1
davidcarry,mrgrantturner,Directed,1121,,1
davidcarry,hannahmiley89,Directed,1122,,1
davidcarry,daniel_fogg,Directed,1123,,1
davidcarry,jamesgoddard83,Directed,1124,,1
kerrileewalsh,allysonfelix,Directed,1125,,1
kerrileewalsh,dianalopez25,Directed,1126,,1
kerrileewalsh,stevenlopeztkd,Directed,1127,,1
kerrileewalsh,usa_taekwondo,Directed,1128,,1
kerrileewalsh,shawnjohnson,Directed,1129,,1
dianalopez25,kerrileewalsh,Directed,1130,,1
dianalopez25,stevenlopeztkd,Directed,1131,,1
dianalopez25,usa_taekwondo,Directed,1132,,1
dianalopez25,teamgbtaekwondo,Directed,1133,,1
dianalopez25,mstamper_tkd,Directed,1134,,1
stevenlopeztkd,kerrileewalsh,Directed,1135,,1
stevenlopeztkd,dianalopez25,Directed,1136,,1
stevenlopeztkd,usa_taekwondo,Directed,1137,,1
stevenlopeztkd,shawnjohnson,Directed,1138,,1
stevenlopeztkd,jordyn_wieber,Directed,1139,,1
usagym,davidboudia,Directed,1140,,1
usagym,anniebarts,Directed,1141,,1
usagym,danusiafrancis,Directed,1142,,1
usagym,kerrileewalsh,Directed,1143,,1
usagym,officialfig,Directed,1144,,1
usa_taekwondo,allysonfelix,Directed,1145,,1
usa_taekwondo,kerrileewalsh,Directed,1146,,1
usa_taekwondo,dianalopez25,Directed,1147,,1
usa_taekwondo,stevenlopeztkd,Directed,1148,,1
usa_taekwondo,biancaw_tkd,Directed,1149,,1
shawnjohnson,christinaloukas,Directed,1150,,1
shawnjohnson,kerrileewalsh,Directed,1151,,1
shawnjohnson,dianalopez25,Directed,1152,,1
shawnjohnson,stevenlopeztkd,Directed,1153,,1
shawnjohnson,jordyn_wieber,Directed,1154,,1
worldrowing,britishrowing,Directed,1155,,1
worldrowing,marcus_bateman,Directed,1156,,1
worldrowing,gbrowingteam,Directed,1157,,1
worldrowing,andrewthodge,Directed,1158,,1
worldrowing,nrod2012,Directed,1159,,1
britishrowing,worldrowing,Directed,1160,,1
britishrowing,marcus_bateman,Directed,1161,,1
britishrowing,gbrowingteam,Directed,1162,,1
britishrowing,andrewthodge,Directed,1163,,1
britishrowing,nrod2012,Directed,1164,,1
hes888,watkinsteamgb,Directed,1165,,1
hes888,worldrowing,Directed,1166,,1
hes888,britishrowing,Directed,1167,,1
hes888,andrewthodge,Directed,1168,,1
hes888,nrod2012,Directed,1169,,1
marcus_bateman,2012parters,Directed,1170,,1
marcus_bateman,worldrowing,Directed,1171,,1
marcus_bateman,andrewthodge,Directed,1172,,1
marcus_bateman,nrod2012,Directed,1173,,1
marcus_bateman,cameronnicholgb,Directed,1174,,1
petereednikon,watkinsteamgb,Directed,1175,,1
petereednikon,worldrowing,Directed,1176,,1
petereednikon,gbrowingteam,Directed,1177,,1
petereednikon,andrewthodge,Directed,1178,,1
petereednikon,markhuntergb,Directed,1179,,1
graeme_thomas,zacpurchase,Directed,1180,,1
graeme_thomas,imogenwalsh,Directed,1181,,1
graeme_thomas,worldrowing,Directed,1182,,1
graeme_thomas,britishrowing,Directed,1183,,1
graeme_thomas,markhuntergb,Directed,1184,,1
gbrowingteam,watkinsteamgb,Directed,1185,,1
gbrowingteam,worldrowing,Directed,1186,,1
gbrowingteam,britishrowing,Directed,1187,,1
gbrowingteam,nrod2012,Directed,1188,,1
gbrowingteam,markhuntergb,Directed,1189,,1
andrewthodge,2012parters,Directed,1190,,1
andrewthodge,worldrowing,Directed,1191,,1
andrewthodge,britishrowing,Directed,1192,,1
andrewthodge,marcus_bateman,Directed,1193,,1
andrewthodge,cameronnicholgb,Directed,1194,,1
andrew_pozzi,shakesdrayton,Directed,1195,,1
andrew_pozzi,dannyraketalbot,Directed,1196,,1
andrew_pozzi,tiffofili,Directed,1197,,1
andrew_pozzi,andyturner110h,Directed,1198,,1
andrew_pozzi,martynrooney,Directed,1199,,1
